GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
22300750,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,36,91,0.396,11,34,0.324,20,21,0.952,15,26,41,20,5,3,14,11,103,-20
22300734,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,81,0.519,11,35,0.314,16,17,0.941,4,23,27,29,7,5,14,16,111,-16
22300730,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,41,90,0.456,12,37,0.324,10,17,0.588,6,40,46,30,6,2,14,21,104,-12
22300703,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,36,98,0.367,12,40,0.3,17,21,0.81,14,40,54,23,6,6,11,13,101,-16
22300696,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,46,96,0.479,10,39,0.256,11,18,0.611,18,37,55,35,6,10,18,16,113,-1
22300681,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,36,80,0.45,9,31,0.29,17,24,0.708,7,34,41,24,9,9,17,20,98,-10
22300665,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,92,0.467,12,30,0.4,15,17,0.882,10,26,36,31,10,7,14,17,113,-5
22300649,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,46,84,0.548,13,30,0.433,8,15,0.533,14,25,39,35,7,7,15,14,113,1
22300641,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,92,0.457,10,34,0.294,22,26,0.846,17,42,59,30,12,5,17,11,116,16
22300622,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,86,0.5,9,32,0.281,19,25,0.76,12,26,38,30,7,11,18,14,114,-26
22300608,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,93,0.462,13,41,0.317,24,27,0.889,13,30,43,29,3,3,8,22,123,-10
22300594,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,51,96,0.531,12,31,0.387,17,23,0.739,14,35,49,38,6,10,17,19,131,4
22300584,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,47,84,0.56,15,32,0.469,11,17,0.647,7,27,34,36,9,3,13,17,120,-4
22300571,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,39,93,0.419,7,34,0.206,13,16,0.813,11,30,41,26,5,3,10,15,98,-19
22300559,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,38,95,0.4,11,42,0.262,12,17,0.706,9,35,44,27,10,8,17,18,99,-10
22300548,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,39,95,0.411,18,46,0.391,20,23,0.87,12,35,47,26,7,4,8,19,116,-6
22300541,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,45,87,0.517,18,38,0.474,27,34,0.794,7,38,45,31,9,7,14,20,135,36
22300519,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,49,94,0.521,9,27,0.333,23,27,0.852,10,36,46,36,7,4,5,15,130,22
22300497,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,41,86,0.477,14,37,0.378,19,22,0.864,8,32,40,22,10,6,11,18,115,-2
22300477,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,46,95,0.484,14,40,0.35,15,17,0.882,10,32,42,31,10,8,11,16,121,-4
22300460,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,36,85,0.424,10,31,0.323,16,23,0.696,6,34,40,21,6,8,14,24,98,-8
22300448,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,40,94,0.426,12,45,0.267,9,12,0.75,9,30,39,28,6,1,12,17,101,-33
22300437,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,48,94,0.511,14,33,0.424,18,25,0.72,13,29,42,31,9,3,14,19,128,-6
22300427,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,41,85,0.482,10,36,0.278,26,28,0.929,7,35,42,33,9,10,11,20,118,13
22300412,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,44,98,0.449,16,35,0.457,14,21,0.667,13,30,43,36,8,8,9,18,118,-12
22300398,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,44,98,0.449,14,45,0.311,17,24,0.708,8,34,42,32,9,3,10,16,119,-25
22300376,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,37,81,0.457,10,30,0.333,11,16,0.688,9,32,41,24,6,7,19,11,95,-19
22300361,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,46,96,0.479,9,30,0.3,18,21,0.857,8,44,52,27,4,4,16,17,119,-13
22300345,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,40,94,0.426,15,42,0.357,15,21,0.714,9,30,39,29,6,6,13,15,110,-36
22300331,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,47,95,0.495,18,42,0.429,17,19,0.895,9,36,45,35,5,5,8,19,129,14
22300316,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,45,96,0.469,16,37,0.432,13,18,0.722,10,36,46,28,8,6,17,16,119,-3
22300298,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,31,87,0.356,5,41,0.122,15,22,0.682,9,42,51,20,9,5,17,14,82,-11
22301223,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,39,83,0.47,17,42,0.405,17,20,0.85,10,34,44,35,4,9,12,20,112,-9
22301210,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,38,101,0.376,8,36,0.222,10,15,0.667,13,36,49,23,7,4,11,17,94,-8
22300278,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,38,83,0.458,16,39,0.41,14,17,0.824,8,31,39,28,5,5,19,21,106,-15
22300272,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,48,89,0.539,18,41,0.439,21,23,0.913,11,36,47,34,4,7,21,22,135,-2
22300252,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,93,0.452,14,37,0.378,22,26,0.846,10,25,35,34,10,6,15,22,120,-12
22300051,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,45,100,0.45,12,47,0.255,10,12,0.833,15,31,46,28,10,3,19,18,112,-6
22300235,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,35,91,0.385,11,38,0.289,21,23,0.913,10,34,44,26,8,6,13,24,102,-7
22300223,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,39,90,0.433,10,38,0.263,11,14,0.786,13,36,49,23,4,7,16,17,99,-25
22300206,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,36,83,0.434,15,40,0.375,21,26,0.808,12,28,40,26,5,9,15,28,108,-12
22300032,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,92,0.467,15,36,0.417,19,23,0.826,6,36,42,33,7,3,15,21,120,-9
22300021,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,36,93,0.387,9,30,0.3,6,9,0.667,13,30,43,24,7,6,24,13,87,-36
22300184,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,42,91,0.462,19,44,0.432,10,12,0.833,11,39,50,35,3,6,17,21,113,-5
22300013,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,92,0.467,12,34,0.353,12,19,0.632,7,31,38,29,9,8,14,21,110,-7
22300161,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,44,90,0.489,9,34,0.265,8,13,0.615,11,35,46,31,2,7,13,22,105,-21
22300146,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,40,94,0.426,8,26,0.308,23,30,0.767,12,24,36,26,7,5,11,15,111,-41
22300141,1610612759,Foufous de Sochaux,FFS,Sochaux,265:00:00,48,96,0.5,10,32,0.313,10,13,0.769,9,37,46,30,7,7,17,21,116,-7
22300131,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,51,98,0.52,18,37,0.486,12,13,0.923,9,32,41,37,7,5,8,21,132,11
22300113,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,43,92,0.467,14,37,0.378,15,20,0.75,8,29,37,25,10,9,12,17,115,1
22300099,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,30,80,0.375,11,33,0.333,12,16,0.75,6,31,37,21,9,6,25,23,83,-40
22300083,1610612759,Foufous de Sochaux,FFS,Sochaux,265:00:00,46,94,0.489,13,42,0.31,21,28,0.75,12,31,43,32,11,4,18,17,126,4
22300073,1610612759,Foufous de Sochaux,FFS,Sochaux,240:00:00,46,89,0.517,11,35,0.314,16,22,0.727,9,36,45,33,8,5,19,23,119,-7
